City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
312,aswan,24.0934,32.907,22.61,21,{'all': 0},3.6,EG,1680133643
313,chara,56.9064,118.2631,-5.69,60,{'all': 68},1.87,RU,1680133644
314,tinsukia,27.5,95.3667,17.04,88,{'all': 44},0.5,IN,1680133646
315,coihaique,-45.5752,-72.0662,4.97,93,{'all': 100},3.6,CL,1680133648
316,aktas,49.7789,72.9608,0.86,95,{'all': 55},6.02,KZ,1680133635
317,verkhnyaya inta,65.9811,60.3094,-15.67,99,{'all': 87},3.65,RU,1680133652
318,hami,42.8,93.45,12.43,12,{'all': 74},4.04,CN,1680133653
319,stargard szczecinski,53.3367,15.0499,8.04,71,{'all': 98},2.63,PL,1680133655
320,sala consilina,40.3912,15.5989,3.49,86,{'all': 30},1.08,IT,1680133482
321,concordia,-31.393,-58.0209,22.66,97,{'all': 33},4.92,AR,1680133658
322,hualmay,-11.0964,-77.6139,25.14,75,{'all': 86},2.98,PE,1680133659
323,guarapari,-20.6667,-40.4975,24.94,90,{'all': 51},2.69,BR,1680133661
324,la peca,-5.6111,-78.435,21.67,82,{'all': 100},1.94,PE,1680133663
325,new glasgow,45.5834,-62.6486,-1.79,94,{'all': 63},0.85,CA,1680133491
326,coahuayana,18.7333,-103.6833,28.43,51,{'all': 89},2.47,MX,1680133666
327,nyurba,63.2842,118.3319,-9.98,95,{'all': 100},4.8,RU,1680133668
328,rio grande,-32.035,-52.0986,25.06,76,{'all': 12},3.45,BR,1680133520
329,joao camara,-5.5375,-35.8197,23.4,92,{'all': 34},2.57,BR,1680133672
330,kobelyaky,49.1489,34.1965,-0.89,87,{'all': 73},4.87,UA,1680133674
331,illela,13.7292,5.2975,27.51,11,{'all': 22},4.6,NG,1680133676
332,karakol,42.4907,78.3936,6.47,45,{'all': 95},1.72,KG,1680133677
333,itarema,-2.9248,-39.9167,24.7,89,{'all': 37},3.61,BR,1680133678
334,ketchikan,55.3422,-131.6461,9.26,57,{'all': 0},6.69,US,1680133680
335,langxiang,46.95,128.8833,4.92,42,{'all': 52},4.83,CN,1680133684
336,mersing,2.4312,103.8405,26.95,83,{'all': 20},3.6,MY,1680133687
337,vestmannaeyjar,63.4427,-20.2734,5.27,86,{'all': 100},12.97,IS,1680133689
338,emerald,-23.5333,148.1667,26.3,77,{'all': 62},4.65,AU,1680133453
339,opuwo,-18.0607,13.84,20.32,76,{'all': 92},2.58,NA,1680133693
340,puerto penasco,31.3167,-113.5333,18.28,73,{'all': 0},5.36,MX,1680133694
341,amuntai,-2.4177,115.2494,24.58,94,{'all': 91},0.34,ID,1680133696
342,leningradskiy,69.3833,178.4167,-10.43,90,{'all': 100},6.7,RU,1680133698
343,la cruz,23.9167,-106.9,23.56,54,{'all': 100},2.81,MX,1680133699
344,kaka,37.3482,59.6143,17.82,50,{'all': 0},2.48,TM,1680133701
345,tokur,53.1333,132.9,-5.19,82,{'all': 99},1.43,RU,1680133702
346,whitehorse,60.7161,-135.0538,3.43,41,{'all': 75},2.06,CA,1680133656
347,sorland,67.667,12.6934,-2.08,50,{'all': 17},2.95,NO,1680133706
348,nemuro,43.3236,145.575,3.33,76,{'all': 0},2.9,JP,1680133708
349,wattegama,6.7989,81.4808,21.14,91,{'all': 24},0.69,LK,1680133709
350,vila,42.0304,-8.1588,9.83,89,{'all': 94},3.31,PT,1680133711
351,chulman,56.8479,124.9104,-13.03,96,{'all': 92},0.65,RU,1680133713
352,rehoboth,-23.3167,17.0833,16.99,31,{'all': 0},1.89,NA,1680133714
353,suleja,9.1758,7.1808,26.55,29,{'all': 53},1.09,NG,1680133716
354,ostrovnoy,68.0531,39.5131,-2.45,91,{'all': 100},8.46,RU,1680133719
355,xiongzhou,25.1167,114.3,15.46,94,{'all': 100},1.07,CN,1680133721
356,misratah,32.3754,15.0925,14.49,65,{'all': 0},5.36,LY,1680133722
357,san cristobal,7.7669,-72.225,23.1,73,{'all': 94},0.09,VE,1680133713
358,camana,-16.6228,-72.7111,23.23,87,{'all': 30},2.16,PE,1680133725
359,laurel,39.0993,-76.8483,14.96,36,{'all': 40},3.6,US,1680132959
360,lethem,3.3803,-59.7968,31.03,45,{'all': 71},5.5,GY,1680133728
361,acajutla,13.5928,-89.8275,28.36,70,{'all': 12},3.07,SV,1680133730
362,palmer,42.1584,-72.3287,9.34,35,{'all': 58},0.89,US,1680133514
363,voyvozh,62.892,54.9635,-10.53,97,{'all': 81},2.15,RU,1680133733
364,kulpahar,25.3167,79.65,26.66,23,{'all': 100},2.86,IN,1680133735
365,berlevag,70.8578,29.0864,-2.0,93,{'all': 100},7.72,NO,1680133737
366,abu zabad,12.35,29.25,24.1,10,{'all': 81},5.87,SD,1680133738
367,alice springs,-23.7,133.8833,17.75,77,{'all': 100},5.14,AU,1680133525
368,jiangyou,31.7667,104.7167,12.93,83,{'all': 75},0.71,CN,1680133741
369,shintomi,32.0785,131.4723,11.62,55,{'all': 100},1.8,JP,1680133743
370,williston,48.147,-103.618,-1.59,88,{'all': 9},1.54,US,1680133746
371,verkhoyansk,67.5447,133.385,-21.6,97,{'all': 99},0.34,RU,1680133748
372,anadyr,64.75,177.4833,-7.72,92,{'all': 100},9.0,RU,1680133751
373,kamenka,51.3223,42.7678,7.44,84,{'all': 100},2.27,RU,1680133752
374,benxi,41.2886,123.765,9.18,54,{'all': 10},2.49,CN,1680133756
375,seymchan,62.8833,152.4333,-13.29,89,{'all': 94},1.86,RU,1680133757
376,cateel,7.7914,126.4533,26.81,81,{'all': 100},1.73,PH,1680133759
377,socastee,33.6835,-78.9984,15.02,67,{'all': 40},1.54,US,1680133762
378,la ronge,55.1001,-105.2842,1.14,47,{'all': 75},6.17,CA,1680133556
379,kaitangata,-46.2817,169.8464,12.04,59,{'all': 91},4.7,NZ,1680133766
380,aegviidu,59.2858,25.6142,-3.24,83,{'all': 56},1.02,EE,1680133768
381,aleksandro-nevskiy,53.4751,40.2095,5.63,98,{'all': 100},0.42,RU,1680133769
382,chaman,30.9236,66.4512,12.69,74,{'all': 91},0.45,PK,1680133771
383,taltal,-25.4,-70.4833,20.45,80,{'all': 23},2.22,CL,1680133772
384,san patricio,28.017,-97.5169,21.93,78,{'all': 98},6.35,US,1680133774
385,lons-le-saunier,46.75,5.75,15.62,80,{'all': 100},1.77,FR,1680133775
386,careiro da varzea,-3.2003,-59.8119,28.35,93,{'all': 74},0.97,BR,1680133777
387,ambulu,-8.345,113.6058,25.83,86,{'all': 81},0.83,ID,1680133778
388,mvomero,-6.25,38.6667,23.63,96,{'all': 99},0.96,TZ,1680133779
389,hasaki,35.7333,140.8333,15.16,67,{'all': 40},0.84,JP,1680133781
390,quelimane,-17.8786,36.8883,22.97,94,{'all': 0},0.0,MZ,1680133783
391,langsa,4.4683,97.9683,23.15,91,{'all': 39},1.21,ID,1680133784
392,haines junction,60.7522,-137.5108,1.97,41,{'all': 100},2.57,CA,1680133785
393,ossora,59.2353,163.0719,-7.2,77,{'all': 8},0.79,RU,1680133786
394,kuusamo,65.9667,29.1833,-6.98,93,{'all': 100},2.57,FI,1680133788
395,talara,-4.5772,-81.2719,28.42,74,{'all': 40},5.14,PE,1680133790
396,lagoa,39.05,-27.9833,16.21,86,{'all': 100},18.33,PT,1680133791
397,naze,28.3667,129.4833,16.51,87,{'all': 100},7.82,JP,1680133793
398,muisne,0.6,-80.0333,25.77,83,{'all': 38},1.24,EC,1680133794
399,uray,60.1247,64.7758,-8.19,71,{'all': 17},3.28,RU,1680133795
400,kahului,20.8947,-156.47,28.01,54,{'all': 40},3.13,US,1680133797
401,poum,-20.2333,164.0167,27.08,75,{'all': 100},6.67,NC,1680133799
402,port lavaca,28.615,-96.6261,22.18,70,{'all': 75},8.23,US,1680133800
403,senneterre,48.3835,-77.2328,-10.34,92,{'all': 100},6.61,CA,1680133802
404,greensburg,40.3015,-79.5389,10.55,40,{'all': 40},7.2,US,1680133207
405,ormara,25.2088,64.6357,23.34,62,{'all': 1},4.97,PK,1680133806
406,chicama,-7.8447,-79.1469,26.3,72,{'all': 79},2.81,PE,1680133808
407,barra da estiva,-13.6261,-41.3269,19.28,74,{'all': 28},2.6,BR,1680133810
408,mackenzie,55.2999,-123.1698,7.12,42,{'all': 40},3.6,CA,1680133810
409,yarada,17.65,83.2667,26.18,100,{'all': 40},1.03,IN,1680133814
410,porto novo,6.4965,2.6036,28.9,82,{'all': 57},4.58,BJ,1680133816
411,cayenne,4.9333,-52.3333,26.02,78,{'all': 20},3.6,GF,1680133819
412,salalah,17.0151,54.0924,25.34,38,{'all': 5},3.13,OM,1680133820
413,capaci,38.1711,13.2393,11.78,68,{'all': 0},0.51,IT,1680133824
414,port hardy,50.6996,-127.4199,11.1,50,{'all': 20},5.14,CA,1680133825
415,ha giang,22.8333,104.9833,20.24,93,{'all': 100},0.83,VN,1680133827
416,pangoa,-12.1167,-73.0,21.6,95,{'all': 93},0.97,PE,1680133828
417,merritt,50.1123,-120.7942,6.04,79,{'all': 100},0.26,CA,1680133555
418,muyezerskiy,63.9333,31.65,-5.75,96,{'all': 100},3.46,RU,1680133832
419,hamilton,39.1834,-84.5333,12.69,36,{'all': 20},5.14,US,1680133699
420,dingle,10.9995,122.6711,27.44,76,{'all': 82},4.09,PH,1680133836
421,ust-koksa,50.2696,85.6108,3.48,76,{'all': 98},2.68,RU,1680133837
422,vizinga,61.0749,50.1031,-5.27,90,{'all': 76},4.07,RU,1680133839
423,ararat,39.8317,44.7049,13.19,42,{'all': 2},5.45,AM,1680133841
424,vicuna,-30.0319,-70.7081,24.87,53,{'all': 0},0.34,CL,1680133844
425,necochea,-38.5473,-58.7368,12.74,55,{'all': 4},4.09,AR,1680133846
426,vanino,49.0869,140.2543,4.51,67,{'all': 100},1.62,RU,1680133850
427,bambous virieux,-20.3428,57.7575,27.14,83,{'all': 75},4.63,MU,1680133852
428,oistins,13.0667,-59.5333,26.05,73,{'all': 40},7.72,BB,1680133687
429,invermere,50.5167,-116.0354,7.89,53,{'all': 77},0.55,CA,1680133855
430,acarau,-2.8856,-40.12,27.83,75,{'all': 28},6.93,BR,1680133815
431,nishihara,26.1842,127.7558,18.6,82,{'all': 75},8.75,JP,1680133860
432,malanje,-9.5402,16.341,17.69,98,{'all': 71},2.84,AO,1680133861
433,klaksvik,62.2266,-6.589,6.51,95,{'all': 100},18.99,FO,1680133864
434,macon,39.8667,-88.9668,11.03,40,{'all': 0},3.6,US,1680133865
435,namatanai,-3.6667,152.4333,28.72,71,{'all': 100},1.48,PG,1680133866
436,tabuk,17.4189,121.4443,25.43,69,{'all': 9},1.72,PH,1680133868
437,cap malheureux,-19.9842,57.6142,26.37,77,{'all': 47},1.79,MU,1680133869
438,sistranda,63.7256,8.834,-8.02,72,{'all': 43},8.12,NO,1680133871
439,guozhen,34.3659,107.359,12.98,53,{'all': 53},1.33,CN,1680133874
440,smithfield,41.922,-71.5495,7.65,60,{'all': 0},2.57,US,1680133875
441,faya,18.3851,42.4509,15.29,69,{'all': 5},1.55,SA,1680133877
442,vanavara,60.34,102.2797,-4.42,80,{'all': 100},6.99,RU,1680133879
443,codigoro,44.8311,12.1142,11.15,77,{'all': 95},2.69,IT,1680133881
444,fairbanks,64.8378,-147.7164,1.16,36,{'all': 75},2.06,US,1680133883
445,mayo,38.8876,-76.5119,14.72,57,{'all': 0},6.17,US,1680133829
446,tyrma,50.0833,132.1667,0.95,57,{'all': 37},4.48,RU,1680133885
447,harper,4.375,-7.7169,26.51,87,{'all': 58},2.07,LR,1680133887
448,kulhudhuffushi,6.6221,73.07,28.23,71,{'all': 63},3.03,MV,1680133888
449,labuhan,-6.8844,112.2051,26.49,83,{'all': 100},3.07,ID,1680133889
450,birjand,32.8663,59.2211,8.26,81,{'all': 0},2.06,IR,1680133891
451,tocopilla,-22.092,-70.1979,22.12,79,{'all': 2},1.81,CL,1680133893
452,impfondo,1.6381,18.0667,22.43,92,{'all': 98},0.34,CG,1680133894
453,acapulco,16.8634,-99.8901,29.9,62,{'all': 0},3.09,MX,1680133569
454,torre-pacheco,37.7429,-0.954,14.14,81,{'all': 24},1.03,ES,1680133901
455,taoudenni,22.6783,-3.9836,29.9,8,{'all': 1},9.59,ML,1680133904
456,imeni vorovskogo,55.7233,38.3414,6.14,96,{'all': 100},1.94,RU,1680133969
457,sept-iles,50.2001,-66.3821,-1.08,92,{'all': 40},1.54,CA,1680133970
458,nikolayevsk-na-amure,53.1406,140.73,4.66,68,{'all': 100},2.1,RU,1680133972
459,taseyevo,57.2169,94.8978,-2.81,84,{'all': 100},4.71,RU,1680133973
460,jalu,29.0331,21.5482,13.03,44,{'all': 0},4.79,LY,1680133913
461,bangangte,5.1409,10.5198,17.6,93,{'all': 100},1.7,CM,1680133978
462,saldanha,-33.0117,17.9442,14.03,80,{'all': 47},7.62,ZA,1680133866
463,mulege,26.8833,-111.9833,24.98,25,{'all': 48},1.99,MX,1680133984
464,miri,4.4148,114.0089,24.08,88,{'all': 40},1.03,MY,1680133432
465,teguldet,57.3064,88.1667,-6.92,77,{'all': 100},3.86,RU,1680133988
466,enid,36.3956,-97.8784,20.09,37,{'all': 0},9.77,US,1680133828
467,lannion,48.75,-3.4167,12.23,92,{'all': 88},0.45,FR,1680133991
468,narok,-1.0783,35.8601,14.05,89,{'all': 98},0.93,KE,1680134055
469,aksu,41.1231,80.2644,11.8,20,{'all': 66},1.71,CN,1680134057
470,baykalsk,51.5058,104.1469,2.73,75,{'all': 6},3.05,RU,1680134059
471,launceston,-41.45,147.1667,14.23,62,{'all': 100},4.63,AU,1680133878
472,port blair,11.6667,92.75,26.17,78,{'all': 77},2.15,IN,1680133899
473,fort-shevchenko,44.5086,50.263,9.93,92,{'all': 0},5.51,KZ,1680134063
474,celestun,20.8667,-90.4,25.75,78,{'all': 91},7.63,MX,1680133887
475,hajnowka,52.7433,23.5812,-0.55,80,{'all': 73},0.45,PL,1680134069
476,lashio,22.9333,97.75,15.8,56,{'all': 7},0.59,MM,1680134070
477,grimshaw,56.1834,-117.6027,0.79,75,{'all': 40},3.6,CA,1680134072
478,faanui,-16.4833,-151.75,28.13,72,{'all': 95},3.8,PF,1680133872
479,alma,48.5501,-71.6491,4.56,83,{'all': 100},5.56,CA,1680134075
480,san lazaro,18.0387,-88.6622,25.32,59,{'all': 0},3.28,BZ,1680134077
481,mount isa,-20.7333,139.5,27.87,47,{'all': 10},4.63,AU,1680134140
482,gulbene,57.1777,26.7529,-3.63,71,{'all': 16},0.92,LV,1680134143
483,gewane,10.1664,40.6453,24.92,68,{'all': 75},1.84,ET,1680134144
484,razdolinsk,58.4211,94.6658,-10.7,91,{'all': 97},2.57,RU,1680134146
485,ndola,-12.9587,28.6366,17.53,93,{'all': 82},1.34,ZM,1680134209
486,mandiana,10.6333,-8.6833,24.49,72,{'all': 70},0.63,GN,1680134211
487,sokoni,-6.4333,39.55,26.99,79,{'all': 96},1.79,TZ,1680134216
488,samarai,-10.6167,150.6667,29.03,69,{'all': 19},2.81,PG,1680134218
489,nagapattinam,10.7667,79.8333,25.04,80,{'all': 18},2.4,IN,1680134222
490,voh,-20.9667,164.7,30.89,55,{'all': 85},0.27,NC,1680134224
491,akyab,20.15,92.9,23.15,86,{'all': 7},3.19,MM,1680134225
492,colares,38.7992,-9.4469,17.19,93,{'all': 96},5.36,PT,1680134227
493,lodja,-3.4833,23.4333,21.0,98,{'all': 56},0.88,CD,1680134229
494,desaguadero,-16.5656,-69.0417,8.84,77,{'all': 87},3.02,PE,1680134231
495,longyearbyen,78.2186,15.6401,-12.09,79,{'all': 75},1.54,SJ,1680134174
496,dakar,14.6937,-17.4441,22.49,88,{'all': 6},6.75,SN,1680133501
497,kikwit,-5.041,18.8162,21.15,97,{'all': 99},0.49,CD,1680134236
498,caravelas,-17.7125,-39.2481,24.33,78,{'all': 0},2.74,BR,1680134238
499,dukat,62.55,155.55,-7.73,82,{'all': 61},1.77,RU,1680134240
500,nagato,34.3833,131.2,14.09,46,{'all': 90},1.06,JP,1680134241
501,pelham,33.2857,-86.81,15.5,36,{'all': 58},0.17,US,1680134243
502,olafsvik,64.8945,-23.7142,2.28,84,{'all': 100},6.51,IS,1680134245
503,kajaani,64.2273,27.7285,-9.97,85,{'all': 100},2.06,FI,1680134247
504,anloga,5.7947,0.8973,27.83,84,{'all': 30},5.91,GH,1680134249
505,falmouth,50.1544,-5.0711,11.5,93,{'all': 75},7.2,GB,1680134004
506,katherine,-14.4667,132.2667,29.18,65,{'all': 88},2.57,AU,1680134253
507,kalmunai,7.4167,81.8167,23.51,84,{'all': 18},0.76,LK,1680134256
508,roebourne,-20.7833,117.1333,28.15,75,{'all': 100},3.8,AU,1680134257
509,richards bay,-28.783,32.0377,19.84,86,{'all': 97},4.75,ZA,1680134259
510,yumen,40.2833,97.2,6.86,15,{'all': 0},1.94,CN,1680134261
511,ixtapa,20.7,-105.2,23.46,77,{'all': 96},1.79,MX,1680134263
512,sapouy,11.5544,-1.7736,29.36,13,{'all': 80},3.09,BF,1680134265
513,seidu,9.0167,-10.6,21.12,88,{'all': 100},1.15,SL,1680134266
514,iberia,29.9502,-91.7507,17.99,62,{'all': 35},3.27,US,1680134268
515,chala,-7.5833,31.2667,13.03,96,{'all': 20},1.0,TZ,1680134270
516,kapuskasing,49.4169,-82.4331,-7.0,63,{'all': 75},3.6,CA,1680134259
517,green river,41.5286,-109.4662,7.77,44,{'all': 62},2.24,US,1680134125
518,lujan,-34.5703,-59.105,19.45,69,{'all': 78},2.24,AR,1680134275
519,howell,42.6073,-83.9294,1.2,48,{'all': 0},4.12,US,1680134225
520,nola,40.922,14.5329,12.02,89,{'all': 40},0.98,IT,1680134340
521,nizwa,22.9333,57.5333,19.94,41,{'all': 0},0.18,OM,1680134342
522,mgarr,36.0253,14.295,15.01,82,{'all': 78},1.34,MT,1680134344
523,pimentel,-6.8367,-79.9342,28.16,69,{'all': 75},4.12,PE,1680134346
524,kandy,7.2955,80.6356,20.51,96,{'all': 34},0.97,LK,1680134152
525,huarmey,-10.0681,-78.1522,25.63,77,{'all': 86},2.65,PE,1680134350
526,stokmarknes,68.5646,14.9108,-5.02,63,{'all': 100},1.54,NO,1680134352
527,tortoli,39.9256,9.6572,12.65,61,{'all': 5},1.46,IT,1680134354
528,olinda,-8.0089,-34.8553,25.85,78,{'all': 75},2.06,BR,1680133970
529,monaghan,54.25,-6.9667,9.66,96,{'all': 47},4.48,IE,1680134358
530,juneau,58.3019,-134.4197,3.95,100,{'all': 34},1.5,US,1680134159
531,den helder,52.9599,4.7593,12.99,84,{'all': 100},11.18,NL,1680134361
532,duluth,46.7833,-92.1066,-2.38,38,{'all': 0},6.69,US,1680134218
533,borovskoy,53.8,64.15,-2.61,79,{'all': 10},4.26,KZ,1680134365
534,saint-georges,12.0564,-61.7485,25.12,77,{'all': 73},7.15,GD,1680134368
535,the valley,18.217,-63.0578,26.08,73,{'all': 75},5.66,AI,1680134316
536,balgazyn,51.0,95.2,-4.76,91,{'all': 24},0.18,RU,1680134371
537,gizo,-8.103,156.8419,27.7,78,{'all': 100},3.34,SB,1680134373
538,wonthaggi,-38.6044,145.5913,14.34,70,{'all': 99},8.1,AU,1680134374
539,santiago de cao,-7.9589,-79.2392,27.07,78,{'all': 100},2.57,PE,1680134375
540,vila velha,-20.3297,-40.2925,25.97,90,{'all': 0},3.09,BR,1680134377
541,yamada,39.4667,141.95,9.68,58,{'all': 0},1.59,JP,1680134379
542,ayagoz,47.9714,80.4392,1.53,69,{'all': 20},2.05,KZ,1680134383
543,manaure,11.7751,-72.4445,26.5,71,{'all': 30},9.52,CO,1680134385
544,zaysan,47.4667,84.8667,3.25,72,{'all': 36},0.54,KZ,1680134387
545,nautanwa,27.4333,83.4167,20.84,33,{'all': 80},1.53,IN,1680134389
546,petatlan,17.5167,-101.2667,28.72,52,{'all': 100},2.0,MX,1680134390
547,tezu,27.9167,96.1667,17.44,62,{'all': 86},2.02,IN,1680134392
548,aleppo,36.25,37.5,8.7,59,{'all': 30},7.03,SY,1680134396
549,polunochnoye,60.8697,60.4153,-15.65,98,{'all': 33},0.74,RU,1680134398
550,iskateley,67.6803,53.1512,-13.35,90,{'all': 77},3.18,RU,1680134400
551,colwyn bay,53.2948,-3.7267,11.57,88,{'all': 100},5.69,GB,1680134403
552,irbil,36.1926,44.0106,13.33,72,{'all': 56},3.95,IQ,1680134419
553,cabedelo,-6.9811,-34.8339,24.4,92,{'all': 29},2.26,BR,1680134424
554,kavaratti,10.5669,72.642,27.12,71,{'all': 38},4.5,IN,1680134426
555,turukhansk,65.8167,87.9833,-30.41,100,{'all': 81},1.28,RU,1680134430
556,sompeta,18.9333,84.6,24.98,86,{'all': 5},1.89,IN,1680134432
557,bilibino,68.0546,166.4372,-13.27,95,{'all': 100},1.23,RU,1680134434
558,moshenskoye,58.5102,34.5911,-1.99,95,{'all': 100},3.64,RU,1680134435
559,mitsamiouli,-11.3847,43.2844,27.94,74,{'all': 96},2.26,KM,1680134438
560,alice,27.7523,-98.0697,20.85,82,{'all': 100},4.94,US,1680134439
561,chunskiy,56.0815,99.6342,-0.11,96,{'all': 24},1.22,RU,1680134441
562,tutoia,-2.7619,-42.2744,24.56,91,{'all': 99},2.86,BR,1680134444
563,carauari,-4.8828,-66.8958,23.2,97,{'all': 100},0.31,BR,1680134448
564,tiznit,29.5833,-9.5,22.73,19,{'all': 0},1.08,MA,1680134450
565,kieta,-6.2167,155.6333,25.84,85,{'all': 100},1.94,PG,1680134452
566,labuan,5.2767,115.2417,26.71,82,{'all': 100},7.34,MY,1680134454
567,moyamba,8.1667,-12.4333,23.56,86,{'all': 75},1.61,SL,1680134455
568,yerbogachen,61.2767,108.0108,1.26,100,{'all': 100},5.21,RU,1680134457
569,romny,50.751,33.4747,-0.99,85,{'all': 97},5.87,UA,1680134458
570,waitati,-45.75,170.5667,12.67,58,{'all': 39},2.47,NZ,1680134460
571,roma,43.2128,-75.4557,6.09,80,{'all': 100},12.35,US,1680134293
572,tigil,57.8,158.6667,-3.91,78,{'all': 89},3.5,RU,1680134463
573,casma,-41.0082,-73.1244,10.6,79,{'all': 91},0.31,CL,1680134346
574,umm kaddadah,13.6017,26.6876,22.86,9,{'all': 36},5.81,SD,1680134466
575,panji,-7.7253,114.0995,25.46,85,{'all': 86},2.1,ID,1680134468
576,port-gentil,-0.7193,8.7815,27.1,71,{'all': 92},3.13,GA,1680134470
577,huddersfield,53.649,-1.7842,11.36,93,{'all': 100},3.59,GB,1680134472
578,lata,40.1629,-8.3327,11.5,94,{'all': 55},1.19,PT,1680134473
579,nauta,-4.5061,-73.5757,26.75,69,{'all': 95},0.26,PE,1680134478
580,tayginka,55.6244,60.5076,-2.38,77,{'all': 7},2.35,RU,1680134480
581,rapid valley,44.0625,-103.1463,3.02,57,{'all': 100},6.69,US,1680134482
582,ariquemes,-9.9133,-63.0408,23.52,96,{'all': 99},1.01,BR,1680134484
